gender,age,id,became_member_on,income
F,70,14418,20171025,76000.0
F,53,14419,20170729,74000.0
M,19,14420,20151008,43000.0
M,20,14421,20170406,41000.0
M,53,14422,20170719,67000.0
M,72,14423,20180304,59000.0
M,65,14424,20160111,68000.0
M,71,14425,20150808,92000.0
M,41,14426,20130821,52000.0
M,58,14427,20171105,52000.0
M,35,14428,20160807,57000.0
M,33,14429,20170801,41000.0
M,42,14430,20180423,54000.0
M,65,14431,20171214,60000.0
M,21,14432,20171008,53000.0
F,51,14433,20160529,114000.0
F,80,14434,20160414,71000.0
F,87,14435,20160216,95000.0
,118,14436,20180206,
F,22,14437,20180301,31000.0
F,63,14438,20171212,78000.0
F,29,14439,20170901,54000.0
F,48,14440,20150219,63000.0
F,79,14441,20141127,61000.0
M,52,14442,20170818,68000.0
F,54,14443,20150824,52000.0
M,59,14444,20171226,53000.0
M,35,14445,20180610,37000.0
F,59,14446,20170315,76000.0
F,58,14447,20170524,97000.0
M,67,14448,20141210,74000.0
F,45,14449,20180607,73000.0
F,73,14450,20160520,100000.0
M,71,14451,20170629,116000.0
F,49,14452,20160722,74000.0
F,50,14453,20180107,33000.0
M,63,14454,20180401,83000.0
M,64,14455,20141222,86000.0
M,71,14456,20161217,45000.0
M,48,14457,20140810,92000.0
F,81,14458,20150224,89000.0
M,73,14459,20171007,56000.0
M,58,14460,20170114,70000.0
M,56,14461,20161001,73000.0
,118,14462,20171209,
M,51,14463,20140807,63000.0
F,51,14464,20160906,100000.0
F,69,14465,20150823,59000.0
,118,14466,20180218,
F,55,14467,20180501,55000.0
M,45,14468,20160504,79000.0
F,70,14469,20171126,35000.0
M,23,14470,20180228,54000.0
M,58,14471,20180601,54000.0
M,39,14472,20180127,65000.0
F,74,14473,20150924,73000.0
F,56,14474,20170906,63000.0
F,48,14475,20150828,117000.0
F,60,14476,20160229,103000.0
M,56,14477,20180131,99000.0
,118,14478,20170918,
F,69,14479,20150824,82000.0
,118,14480,20180607,
M,29,14481,20161019,59000.0
,118,14482,20171109,
M,69,14483,20170801,92000.0
M,59,14484,20171020,103000.0
,118,14485,20171205,
M,29,14486,20170819,41000.0
M,46,14487,20171021,63000.0
M,63,14488,20161111,77000.0
M,47,14489,20161220,46000.0
M,67,14490,20170615,80000.0
,118,14491,20160707,
M,50,14492,20160330,54000.0
F,44,14493,20160409,54000.0
M,27,14494,20140120,74000.0
M,75,14495,20170726,68000.0
F,67,14496,20170629,111000.0
F,39,14497,20160924,66000.0
,118,14498,20160926,
O,82,14499,20170824,78000.0
M,29,14500,20180205,57000.0
F,66,14501,20180725,63000.0
M,63,14502,20180403,36000.0
M,22,14503,20150322,57000.0
F,51,14504,20161011,81000.0
F,52,14505,20160419,86000.0
M,36,14506,20151225,50000.0
F,62,14507,20171028,84000.0
M,41,14508,20170905,59000.0
,118,14509,20180129,
F,90,14510,20171206,43000.0
,118,14511,20171102,
F,45,14512,20171221,56000.0
F,45,14513,20170902,62000.0
M,62,14514,20140118,43000.0
F,53,14515,20180522,62000.0
F,58,14516,20170912,80000.0
M,33,14517,20171105,74000.0
M,45,14518,20140308,66000.0
M,54,14519,20160707,51000.0
M,59,14520,20160422,95000.0
M,72,14521,20170902,119000.0
F,47,14522,20151125,66000.0
F,24,14523,20170209,31000.0
M,43,14524,20180105,67000.0
M,59,14525,20161119,72000.0
M,65,14526,20170312,55000.0
F,38,14527,20161028,59000.0
,118,14528,20170504,
F,52,14529,20171223,86000.0
F,65,14530,20170902,73000.0
M,58,14531,20180313,76000.0
F,36,14532,20170304,30000.0
F,57,14533,20150820,99000.0
F,51,14534,20151216,47000.0
M,63,14535,20180109,95000.0
F,70,14536,20170114,114000.0
M,57,14537,20150824,89000.0
M,68,14538,20170620,63000.0
F,62,14539,20171217,85000.0
F,55,14540,20170420,99000.0
M,60,14541,20150926,71000.0
F,36,14542,20160921,45000.0
F,90,14543,20180109,85000.0
M,80,14544,20140119,41000.0
M,32,14545,20160711,69000.0
M,73,14546,20170420,61000.0
M,42,14547,20171031,62000.0
F,68,14548,20160610,98000.0
F,35,14549,20171212,44000.0
F,33,14550,20131214,47000.0
F,44,14551,20170805,95000.0
M,53,14552,20171026,61000.0
M,46,14553,20170901,46000.0
,118,14554,20160926,
M,59,14555,20171208,65000.0
F,62,14556,20170912,78000.0
,118,14557,20160513,
F,67,14558,20170320,96000.0
M,68,14559,20150320,51000.0
M,37,14560,20171217,64000.0
M,51,14561,20170819,59000.0
M,81,14562,20180221,82000.0
F,47,14563,20161002,68000.0
F,55,14564,20160802,112000.0
M,40,14565,20151109,63000.0
F,28,14566,20170806,47000.0
M,92,14567,20150814,94000.0
F,23,14568,20180629,40000.0
,118,14569,20170109,
M,69,14570,20160302,99000.0
M,49,14571,20180625,64000.0
M,69,14572,20160711,47000.0
,118,14573,20171009,
M,45,14574,20160323,50000.0
O,81,14575,20170802,57000.0
,118,14576,20171226,
,118,14577,20160104,
M,63,14578,20161231,61000.0
,118,14579,20151012,
M,56,14580,20151121,81000.0
O,50,14581,20151123,76000.0
M,87,14582,20180506,36000.0
M,39,14583,20171115,32000.0
M,60,14584,20180602,38000.0
F,67,14585,20171215,33000.0
M,53,14586,20180203,51000.0
,118,14587,20160124,
F,38,14588,20171108,47000.0
M,54,14589,20171222,74000.0
M,59,14590,20160611,77000.0
F,56,14591,20180223,91000.0
F,36,14592,20161204,74000.0
M,33,14593,20160505,64000.0
M,67,14594,20170728,56000.0
F,63,14595,20151110,88000.0
M,36,14596,20170617,34000.0
M,58,14597,20150425,46000.0
M,47,14598,20140603,59000.0
M,34,14599,20180302,73000.0
,118,14600,20171023,
M,27,14601,20180113,62000.0
F,41,14602,20131225,31000.0
M,64,14603,20160831,108000.0
M,33,14604,20180429,53000.0
M,84,14605,20160724,106000.0
F,22,14606,20180211,71000.0
,118,14607,20180301,
M,51,14608,20180208,79000.0
M,46,14609,20160527,61000.0
,118,14610,20170320,
M,51,14611,20140724,77000.0
F,35,14612,20170928,34000.0
M,55,14613,20150825,51000.0
F,61,14614,20171112,59000.0
,118,14615,20171207,
F,41,14616,20151006,83000.0
M,52,14617,20171223,37000.0
M,29,14618,20131219,33000.0
M,83,14619,20130828,42000.0
M,66,14620,20180302,70000.0
M,79,14621,20160518,72000.0
M,44,14622,20171125,39000.0
M,42,14623,20171209,68000.0
F,29,14624,20151114,42000.0
M,37,14625,20170112,47000.0
F,59,14626,20170831,93000.0
M,44,14627,20170826,69000.0
F,57,14628,20170731,113000.0
F,58,14629,20160514,112000.0
M,67,14630,20140401,53000.0
,118,14631,20160819,
M,46,14632,20180207,32000.0
F,58,14633,20180604,52000.0
F,21,14634,20180328,39000.0
F,61,14635,20170815,111000.0
F,58,14636,20180306,37000.0
M,22,14637,20180322,56000.0
F,65,14638,20180323,81000.0
F,64,14639,20170611,84000.0
F,62,14640,20180123,72000.0
M,50,14641,20160311,62000.0
M,19,14642,20180324,63000.0
,118,14643,20171205,
,118,14644,20151002,
F,70,14645,20160224,100000.0
M,40,14646,20170504,63000.0
M,23,14647,20150508,32000.0
F,51,14648,20161009,44000.0
M,52,14649,20170103,89000.0
M,51,14650,20160913,76000.0
F,76,14651,20161111,80000.0
M,59,14652,20171125,82000.0
F,28,14653,20180703,65000.0
,118,14654,20180503,
F,54,14655,20170212,56000.0
F,57,14656,20151020,72000.0
M,39,14657,20170324,86000.0
M,80,14658,20180417,82000.0
M,45,14659,20140424,33000.0
M,36,14660,20171018,50000.0
M,32,14661,20180602,68000.0
,118,14662,20180414,
F,77,14663,20180721,68000.0
M,79,14664,20160727,112000.0
M,67,14665,20140506,92000.0
M,46,14666,20171114,53000.0
M,46,14667,20160905,77000.0
,118,14668,20180725,
M,42,14669,20161019,67000.0
F,46,14670,20180220,76000.0
F,67,14671,20170108,86000.0
F,81,14672,20160927,92000.0
,118,14673,20180302,
M,36,14674,20170403,35000.0
M,61,14675,20160624,93000.0
F,79,14676,20170930,106000.0
F,61,14677,20160101,106000.0
M,71,14678,20171127,52000.0
M,43,14679,20180420,66000.0
M,54,14680,20150807,46000.0
M,55,14681,20180117,80000.0
M,31,14682,20140612,51000.0
F,65,14683,20170913,64000.0
M,25,14684,20180427,37000.0
,118,14685,20160322,
F,62,14686,20160813,117000.0
F,69,14687,20180321,56000.0
M,60,14688,20171121,32000.0
F,53,14689,20171201,55000.0
F,57,14690,20151110,85000.0
F,95,14691,20160724,110000.0
M,43,14692,20180404,34000.0
F,32,14693,20170910,35000.0
F,67,14694,20171114,87000.0
M,48,14695,20180610,58000.0
M,66,14696,20160409,119000.0
M,53,14697,20180107,113000.0
F,40,14698,20171122,53000.0
F,52,14699,20180621,67000.0
M,55,14700,20170920,66000.0
F,28,14701,20171112,57000.0
M,85,14702,20161020,81000.0
F,56,14703,20180428,48000.0
F,64,14704,20160713,73000.0
F,39,14705,20180602,93000.0
M,61,14706,20160502,38000.0
F,49,14707,20160308,72000.0
M,78,14708,20170921,93000.0
M,28,14709,20171016,53000.0
M,67,14710,20171121,69000.0
F,63,14711,20171224,107000.0
M,52,14712,20180428,62000.0
M,61,14713,20170107,68000.0
F,71,14714,20171105,116000.0
M,25,14715,20180418,73000.0
F,54,14716,20160930,74000.0
M,67,14717,20161102,65000.0
,118,14718,20171110,
,118,14719,20160403,
M,46,14720,20160515,69000.0
F,68,14721,20150201,53000.0
M,27,14722,20161018,45000.0
M,41,14723,20180323,62000.0
F,50,14724,20160723,71000.0
F,61,14725,20161213,57000.0
M,82,14726,20170218,76000.0
F,63,14727,20170106,53000.0
,118,14728,20170729,
M,68,14729,20171115,64000.0
M,19,14730,20170402,39000.0
M,59,14731,20170717,70000.0
M,45,14732,20180319,65000.0
M,71,14733,20180705,62000.0
F,53,14734,20150803,93000.0
F,58,14735,20170810,100000.0
F,61,14736,20171021,77000.0
M,33,14737,20180612,45000.0
F,75,14738,20170112,103000.0
M,42,14739,20170803,74000.0
M,64,14740,20141208,38000.0
,118,14741,20180520,
M,36,14742,20171224,66000.0
M,61,14743,20170830,49000.0
,118,14744,20170829,
F,42,14745,20170416,62000.0
M,51,14746,20171005,35000.0
M,52,14747,20141120,63000.0
M,51,14748,20180609,65000.0
M,55,14749,20170524,58000.0
M,30,14750,20171129,58000.0
F,68,14751,20170919,119000.0
F,37,14752,20171004,61000.0
M,41,14753,20170714,63000.0
F,59,14754,20160720,95000.0
M,40,14755,20170813,45000.0
,118,14756,20180608,
M,59,14757,20180726,34000.0
F,40,14758,20151122,72000.0
F,47,14759,20150505,48000.0
M,54,14760,20160901,96000.0
M,75,14761,20170309,80000.0
M,54,14762,20180321,59000.0
F,54,14763,20170106,72000.0
F,55,14764,20150923,74000.0
F,76,14765,20151116,65000.0
M,71,14766,20180425,31000.0
,118,14767,20170816,
M,49,14768,20180314,68000.0
M,42,14769,20141017,85000.0
F,59,14770,20150920,77000.0
F,52,14771,20160801,58000.0
M,26,14772,20171115,62000.0
M,61,14773,20170428,59000.0
M,18,14774,20180214,49000.0
M,41,14775,20171208,84000.0
M,68,14776,20170912,100000.0
F,65,14777,20171226,63000.0
M,71,14778,20170522,78000.0
F,60,14779,20160914,79000.0
M,18,14780,20171106,41000.0
M,44,14781,20180117,36000.0
F,76,14782,20180531,46000.0
,118,14783,20171011,
M,54,14784,20160214,95000.0
M,52,14785,20160126,75000.0
M,47,14786,20180506,89000.0
F,33,14787,20170122,64000.0
M,74,14788,20170827,41000.0
F,66,14789,20171014,81000.0
M,65,14790,20171112,31000.0
F,61,14791,20170729,94000.0
F,96,14792,20180303,103000.0
M,48,14793,20171010,41000.0
M,67,14794,20171212,80000.0
M,51,14795,20170308,85000.0
M,59,14796,20180618,40000.0
F,80,14797,20180211,47000.0
F,21,14798,20160514,36000.0
M,51,14799,20170727,73000.0
F,52,14800,20160831,91000.0
M,28,14801,20170128,32000.0
F,60,14802,20180504,75000.0
M,67,14803,20170916,36000.0
M,73,14804,20160622,90000.0
M,18,14805,20171118,55000.0
M,52,14806,20140201,56000.0
M,68,14807,20170225,37000.0
F,55,14808,20180705,67000.0
F,69,14809,20180707,41000.0
F,22,14810,20170927,42000.0
M,60,14811,20140408,32000.0
M,66,14812,20160412,79000.0
M,38,14813,20151215,34000.0
F,55,14814,20170825,48000.0
F,65,14815,20170312,81000.0
M,55,14816,20170125,85000.0
M,59,14817,20160608,44000.0
,118,14818,20170304,
O,43,14819,20160728,100000.0
F,56,14820,20171212,74000.0
M,57,14821,20170810,63000.0
M,43,14822,20180214,45000.0
M,58,14823,20140508,67000.0
F,78,14824,20170805,81000.0
F,65,14825,20160824,80000.0
M,77,14826,20170926,97000.0
M,66,14827,20170726,62000.0
,118,14828,20170818,
F,36,14829,20150802,36000.0
F,23,14830,20171220,44000.0
F,67,14831,20160107,88000.0
F,87,14832,20170303,89000.0
M,56,14833,20140225,65000.0
M,21,14834,20170814,39000.0
F,63,14835,20180101,115000.0
M,44,14836,20180317,53000.0
F,69,14837,20160426,94000.0
M,48,14838,20140528,49000.0
,118,14839,20180127,
M,59,14840,20170926,33000.0
F,67,14841,20170818,68000.0
M,18,14842,20180215,73000.0
F,35,14843,20170919,33000.0
F,71,14844,20160724,32000.0
F,38,14845,20170918,75000.0
F,101,14846,20171109,56000.0
M,56,14847,20170613,91000.0
F,52,14848,20171218,41000.0
M,53,14849,20180214,64000.0
M,66,14850,20160426,71000.0
M,77,14851,20180202,49000.0
F,86,14852,20160604,70000.0
F,84,14853,20171113,67000.0
M,23,14854,20130819,57000.0
F,31,14855,20170827,31000.0
F,93,14856,20171005,115000.0
M,79,14857,20180121,91000.0
,118,14858,20170928,
M,29,14859,20161008,47000.0
F,71,14860,20170115,81000.0
,118,14861,20171230,
M,64,14862,20171223,45000.0
,118,14863,20160526,
F,22,14864,20180224,61000.0
F,72,14865,20161126,75000.0
M,39,14866,20160914,40000.0
,118,14867,20151213,
F,50,14868,20131120,69000.0
M,54,14869,20171017,62000.0
M,93,14870,20160329,45000.0
M,60,14871,20180509,54000.0
F,51,14872,20160314,64000.0
,118,14873,20180329,
M,53,14874,20171231,74000.0
M,47,14875,20180112,70000.0
M,64,14876,20171108,51000.0
F,27,14877,20160611,73000.0
F,74,14878,20170805,79000.0
F,50,14879,20161007,86000.0
F,55,14880,20171216,87000.0
M,60,14881,20180316,80000.0
F,20,14882,20171108,53000.0
M,85,14883,20160130,72000.0
F,21,14884,20161124,74000.0
F,53,14885,20160922,52000.0
M,82,14886,20180716,47000.0
M,19,14887,20160725,50000.0
M,36,14888,20170811,51000.0
F,64,14889,20160519,60000.0
F,75,14890,20170811,32000.0
,118,14891,20150831,
M,50,14892,20150226,46000.0
,118,14893,20170327,
F,59,14894,20180525,33000.0
M,64,14895,20160810,58000.0
F,28,14896,20170805,65000.0
M,20,14897,20171125,30000.0
F,62,14898,20180704,67000.0
F,66,14899,20150829,60000.0
,118,14900,20171029,
F,53,14901,20170703,92000.0
,118,14902,20170905,
M,65,14903,20150622,73000.0
M,74,14904,20161020,114000.0
,118,14905,20180103,
M,75,14906,20140712,84000.0
,118,14907,20180128,
F,55,14908,20170616,61000.0
M,38,14909,20170704,60000.0
M,50,14910,20180215,51000.0
M,39,14911,20180205,53000.0
M,38,14912,20180606,53000.0
M,58,14913,20140526,54000.0
M,18,14914,20180310,40000.0
F,60,14915,20160427,109000.0
,118,14916,20161219,
F,38,14917,20180409,52000.0
F,54,14918,20160327,88000.0
F,70,14919,20180108,58000.0
,118,14920,20180702,
M,23,14921,20171029,40000.0
F,42,14922,20170102,43000.0
M,20,14923,20160121,64000.0
F,86,14924,20180703,67000.0
M,59,14925,20140504,98000.0
M,81,14926,20171212,42000.0
M,63,14927,20160826,99000.0
,118,14928,20150908,
M,63,14929,20160613,79000.0
F,55,14930,20151003,118000.0
M,28,14931,20160530,46000.0
M,63,14932,20160610,48000.0
M,37,14933,20171113,49000.0
M,78,14934,20180421,58000.0
F,83,14935,20171112,95000.0
M,42,14936,20141101,59000.0
F,87,14937,20180513,72000.0
F,37,14938,20171022,63000.0
F,65,14939,20171201,113000.0
F,79,14940,20180502,88000.0
M,37,14941,20171111,57000.0
M,69,14942,20180222,111000.0
M,23,14943,20180218,35000.0
M,50,14944,20170802,42000.0
F,34,14945,20150217,34000.0
F,74,14946,20151101,64000.0
M,56,14947,20171216,39000.0
,118,14948,20160906,
,118,14949,20180503,
F,62,14950,20180617,35000.0
M,53,14951,20170405,77000.0
F,65,14952,20180220,97000.0
M,67,14953,20180526,39000.0
M,36,14954,20160116,52000.0
M,47,14955,20180125,32000.0
F,79,14956,20180427,46000.0
F,40,14957,20171126,50000.0
,118,14958,20170909,
M,74,14959,20151214,52000.0
M,64,14960,20140328,59000.0
F,61,14961,20170915,99000.0
F,19,14962,20171021,58000.0
F,68,14963,20140908,67000.0
M,51,14964,20171105,66000.0
M,47,14965,20180423,51000.0
M,73,14966,20180109,32000.0
M,58,14967,20140216,48000.0
,118,14968,20180214,
M,57,14969,20171001,67000.0
M,67,14970,20140107,30000.0
,118,14971,20171225,
M,54,14972,20171216,46000.0
,118,14973,20170212,
,118,14974,20170811,
M,53,14975,20151121,58000.0
O,85,14976,20161103,65000.0
F,50,14977,20180220,97000.0
F,51,14978,20170201,72000.0
F,40,14979,20151117,71000.0
F,52,14980,20160315,55000.0
M,52,14981,20171022,80000.0
M,39,14982,20151113,35000.0
M,62,14983,20180616,43000.0
M,55,14984,20160521,39000.0
M,44,14985,20171123,70000.0
F,52,14986,20180217,73000.0
,118,14987,20171114,
M,45,14988,20170628,54000.0
F,77,14989,20170604,56000.0
,118,14990,20161217,
F,50,14991,20160228,118000.0
F,64,14992,20151026,103000.0
M,46,14993,20180630,48000.0
M,40,14994,20170210,41000.0
F,76,14995,20171113,76000.0
F,47,14996,20160316,70000.0
F,89,14997,20160321,76000.0
F,63,14998,20180326,74000.0
M,51,14999,20170421,70000.0
M,85,15000,20180412,63000.0
M,67,15001,20180624,59000.0
M,63,15002,20171029,91000.0
M,30,15003,20170922,34000.0
M,60,15004,20171107,31000.0
M,61,15005,20160419,72000.0
F,73,15006,20170826,62000.0
M,30,15007,20180228,61000.0
M,56,15008,20180523,50000.0
M,27,15009,20180630,61000.0
M,58,15010,20170829,67000.0
F,54,15011,20160314,39000.0
,118,15012,20171012,
F,53,15013,20180303,42000.0
M,89,15014,20161112,56000.0
F,56,15015,20160712,98000.0
M,72,15016,20180120,68000.0
M,74,15017,20160924,39000.0
M,52,15018,20171212,72000.0
M,44,15019,20171228,37000.0
F,57,15020,20151103,71000.0
F,27,15021,20170517,65000.0
F,45,15022,20180614,78000.0
M,76,15023,20160714,85000.0
M,59,15024,20160427,53000.0
M,53,15025,20170904,89000.0
M,55,15026,20171230,71000.0
M,56,15027,20171130,102000.0
F,59,15028,20160907,52000.0
F,59,15029,20160526,48000.0
F,92,15030,20180108,35000.0
M,50,15031,20170126,38000.0
F,52,15032,20160813,94000.0
M,67,15033,20150510,52000.0
F,78,15034,20161010,113000.0
F,66,15035,20140405,76000.0
,118,15036,20150911,
M,29,15037,20180329,62000.0
F,77,15038,20160110,72000.0
F,64,15039,20151019,61000.0
,118,15040,20170831,
M,48,15041,20171221,30000.0
,118,15042,20180323,
O,20,15043,20180512,58000.0
M,33,15044,20180721,31000.0
M,63,15045,20170914,56000.0
M,50,15046,20150123,73000.0
F,61,15047,20130923,76000.0
M,33,15048,20170719,54000.0
M,78,15049,20171209,98000.0
M,66,15050,20160524,51000.0
M,49,15051,20161108,51000.0
M,24,15052,20170910,42000.0
F,72,15053,20180506,54000.0
M,78,15054,20141019,61000.0
F,57,15055,20171204,45000.0
M,81,15056,20141004,63000.0
F,56,15057,20160806,58000.0
M,69,15058,20180422,71000.0
M,70,15059,20180301,60000.0
,118,15060,20170531,
M,54,15061,20141003,35000.0
F,44,15062,20180525,86000.0
M,73,15063,20180528,46000.0
,118,15064,20171204,
,118,15065,20170916,
M,83,15066,20171005,94000.0
,118,15067,20171202,
M,62,15068,20160206,88000.0
F,21,15069,20180426,72000.0
M,80,15070,20171223,61000.0
M,86,15071,20180528,93000.0
M,54,15072,20180119,83000.0
F,60,15073,20170408,110000.0
F,71,15074,20160517,32000.0
M,52,15075,20180609,34000.0
F,87,15076,20150226,68000.0
M,53,15077,20151224,41000.0
M,26,15078,20180329,47000.0
F,62,15079,20171014,86000.0
M,38,15080,20171112,67000.0
M,70,15081,20180630,57000.0
M,20,15082,20171107,46000.0
M,67,15083,20171207,46000.0
M,21,15084,20171030,67000.0
F,40,15085,20161211,65000.0
F,88,15086,20170620,98000.0
M,42,15087,20180206,62000.0
F,82,15088,20160521,51000.0
F,84,15089,20150830,38000.0
F,44,15090,20170129,49000.0
M,26,15091,20170228,65000.0
,118,15092,20160608,
M,28,15093,20171008,39000.0
F,49,15094,20171127,74000.0
M,45,15095,20180116,92000.0
M,55,15096,20170625,60000.0
M,59,15097,20171018,48000.0
M,30,15098,20171130,64000.0
M,35,15099,20180110,31000.0
M,59,15100,20160223,96000.0
F,44,15101,20161216,72000.0
M,53,15102,20170619,83000.0
,118,15103,20160430,
M,26,15104,20170413,61000.0
M,83,15105,20150908,75000.0
F,77,15106,20171112,63000.0
,118,15107,20150917,
M,81,15108,20140622,66000.0
F,83,15109,20160618,96000.0
F,60,15110,20171024,107000.0
M,60,15111,20171116,67000.0
F,56,15112,20180511,50000.0
M,59,15113,20140903,66000.0
,118,15114,20171003,
F,57,15115,20150916,90000.0
,118,15116,20161108,
F,34,15117,20170119,48000.0
F,36,15118,20180302,74000.0
F,62,15119,20160726,113000.0
M,33,15120,20180206,47000.0
M,53,15121,20171225,61000.0
M,82,15122,20160508,77000.0
M,50,15123,20170927,80000.0
M,47,15124,20170827,41000.0
,118,15125,20160905,
M,66,15126,20160318,83000.0
M,27,15127,20170907,53000.0
F,65,15128,20170805,71000.0
F,57,15129,20180615,64000.0
F,48,15130,20170921,97000.0
,118,15131,20170918,
M,56,15132,20160726,97000.0
F,61,15133,20151011,72000.0
F,57,15134,20170226,53000.0
F,37,15135,20180107,51000.0
F,90,15136,20151020,80000.0
F,75,15137,20160111,87000.0
M,78,15138,20170413,52000.0
,118,15139,20170511,
M,38,15140,20171119,72000.0
M,51,15141,20130811,54000.0
F,82,15142,20170413,116000.0
M,65,15143,20170916,47000.0
F,48,15144,20150101,74000.0
F,77,15145,20170106,37000.0
M,77,15146,20140827,47000.0
,118,15147,20180722,
F,91,15148,20160805,88000.0
M,47,15149,20150510,60000.0
M,26,15150,20180405,72000.0
F,68,15151,20160712,94000.0
F,76,15152,20170101,62000.0
M,54,15153,20180512,67000.0
F,66,15154,20160509,78000.0
M,50,15155,20180410,46000.0
F,32,15156,20180506,31000.0
F,52,15157,20160315,50000.0
M,57,15158,20170116,33000.0
M,48,15159,20180421,57000.0
M,59,15160,20180306,41000.0
M,59,15161,20140823,69000.0
,118,15162,20171122,
M,46,15163,20180522,44000.0
F,100,15164,20180330,96000.0
,118,15165,20180719,
F,56,15166,20180430,51000.0
M,24,15167,20180718,47000.0
F,59,15168,20180117,56000.0
F,28,15169,20171016,57000.0
M,49,15170,20160814,97000.0
M,78,15171,20171206,44000.0
M,49,15172,20180123,57000.0
M,83,15173,20160712,100000.0
F,62,15174,20160626,81000.0
M,85,15175,20180318,59000.0
M,71,15176,20180425,72000.0
M,93,15177,20171028,67000.0
,118,15178,20160417,
F,67,15179,20170329,38000.0
,118,15180,20170221,
F,32,15181,20151119,53000.0
M,59,15182,20140911,46000.0
F,34,15183,20170712,60000.0
,118,15184,20170108,
F,29,15185,20151120,54000.0
F,81,15186,20171110,54000.0
F,56,15187,20160826,74000.0
F,49,15188,20171028,74000.0
M,49,15189,20160820,59000.0
M,24,15190,20180707,70000.0
F,38,15191,20170526,68000.0
,118,15192,20160823,
F,64,15193,20180325,79000.0
M,72,15194,20171104,91000.0
M,40,15195,20171114,39000.0
M,56,15196,20170731,42000.0
F,51,15197,20140925,56000.0
F,53,15198,20171128,65000.0
M,67,15199,20170226,72000.0
M,72,15200,20150822,93000.0
M,69,15201,20160220,92000.0
F,34,15202,20161110,46000.0
M,42,15203,20170812,36000.0
F,20,15204,20161002,55000.0
M,32,15205,20180422,37000.0
M,49,15206,20171020,46000.0
M,80,15207,20171225,74000.0
F,60,15208,20180525,36000.0
M,65,15209,20171007,74000.0
O,68,15210,20170417,76000.0
,118,15211,20170924,
F,33,15212,20170915,72000.0
M,28,15213,20170331,72000.0
,118,15214,20170130,
F,59,15215,20171118,57000.0
M,44,15216,20180110,48000.0
F,57,15217,20161111,96000.0
,118,15218,20180311,
F,62,15219,20170806,70000.0
M,67,15220,20160127,45000.0
F,92,15221,20161115,92000.0
M,52,15222,20180314,39000.0
M,22,15223,20180420,69000.0
M,73,15224,20171122,54000.0
M,37,15225,20180326,63000.0
F,68,15226,20150826,44000.0
F,68,15227,20180126,79000.0
F,58,15228,20170220,104000.0
,118,15229,20160628,
M,31,15230,20170815,43000.0
F,20,15231,20150912,62000.0
,118,15232,20180525,
F,65,15233,20150823,89000.0
M,66,15234,20161105,53000.0
F,68,15235,20170903,74000.0
F,53,15236,20180512,56000.0
M,36,15237,20171225,50000.0
F,38,15238,20161118,43000.0
F,83,15239,20160307,64000.0
M,50,15240,20150526,74000.0
M,31,15241,20140624,58000.0
F,97,15242,20161220,91000.0
F,61,15243,20160820,99000.0
,118,15244,20180320,
O,67,15245,20171004,33000.0
M,63,15246,20171111,52000.0
M,40,15247,20180124,60000.0
,118,15248,20160619,
F,63,15249,20180103,103000.0
M,60,15250,20160702,106000.0
F,57,15251,20170517,74000.0
F,60,15252,20140120,85000.0
,118,15253,20161102,
F,50,15254,20151020,75000.0
F,84,15255,20180214,72000.0
F,68,15256,20171213,85000.0
M,40,15257,20140120,40000.0
F,46,15258,20180521,54000.0
M,52,15259,20150822,54000.0
M,63,15260,20180710,59000.0
F,93,15261,20170122,40000.0
M,67,15262,20180521,41000.0
F,51,15263,20180720,34000.0
F,69,15264,20160412,51000.0
M,32,15265,20171114,52000.0
M,56,15266,20171207,48000.0
F,63,15267,20151003,86000.0
F,91,15268,20171111,40000.0
F,41,15269,20180202,42000.0
M,68,15270,20171203,72000.0
F,88,15271,20151129,78000.0
F,50,15272,20170614,86000.0
F,58,15273,20180505,88000.0
M,63,15274,20171208,47000.0
M,50,15275,20180705,68000.0
M,42,15276,20170923,71000.0
M,70,15277,20160123,90000.0
F,48,15278,20170911,60000.0
M,71,15279,20180621,37000.0
M,52,15280,20160106,56000.0
,118,15281,20160723,
F,64,15282,20151016,73000.0
M,47,15283,20170514,81000.0
M,35,15284,20160901,64000.0
O,67,15285,20180114,58000.0
M,73,15286,20170105,39000.0
F,92,15287,20150928,97000.0
M,48,15288,20151115,62000.0
,118,15289,20180711,
,118,15290,20160526,
F,81,15291,20161031,69000.0
M,40,15292,20170131,52000.0
,118,15293,20170103,
F,65,15294,20180207,70000.0
F,70,15295,20170107,106000.0
F,61,15296,20170902,98000.0
,118,15297,20180128,
M,38,15298,20170103,75000.0
M,28,15299,20161102,60000.0
M,76,15300,20160815,75000.0
M,61,15301,20180125,61000.0
F,44,15302,20180711,67000.0
M,27,15303,20180104,71000.0
F,51,15304,20161013,87000.0
M,45,15305,20150803,68000.0
M,58,15306,20161019,61000.0
M,53,15307,20180405,41000.0
F,64,15308,20171116,93000.0
M,47,15309,20180616,56000.0
M,57,15310,20161124,34000.0
,118,15311,20170730,
M,23,15312,20140630,69000.0
F,34,15313,20180718,44000.0
F,44,15314,20171031,86000.0
,118,15315,20150922,
,118,15316,20180104,
F,54,15317,20161016,93000.0
M,53,15318,20141006,63000.0
M,42,15319,20171130,33000.0
F,58,15320,20180313,42000.0
F,34,15321,20170918,75000.0
F,44,15322,20141211,63000.0
M,20,15323,20180326,70000.0
